OP | REF | HYP
OK | on | on
OK | the | the
OK | other | other
SUB | doing | doin'
OK | that | that
SUB | task | half
OK | was | was
DEL | hard | ****
DEL | but | ****
SUB | when | part
SUB | i | what
SUB | showed | wish
OK | you | you
SUB | that | to
SUB | it | vanity
SUB | was | structure
SUB | structurally | only
OK | identical | identical
OK | to | to
OK | another | another
OK | task | task
DEL | the | ****
SUB | task | attack
OK | of | of
OK | being | being
OK | shown | shown
SUB | four | for
OK | cards | cards
OK | which | which
OK | had | had
DEL | ages | ****
SUB | and | beaches
OK | alcoholic | alcoholic
OK | or | or
INS | **** | non
SUB | nonalcoholic | alcoholic
OK | drinks | drinks
OK | and | and
DEL | i | ****
SUB | asked | a
SUB | you | after
OK | which | which
OK | cards | cards
DEL | do | ****
OK | you | you
OK | need | need
DEL | to | ****
DEL | turn | ****
SUB | over | turnover
OK | to | to
SUB | verify | verified
SUB | the | it
SUB | truth | true
SUB | of | that
OK | if | if
OK | somebody | somebody
SUB | is | ease
OK | drinking | drinking
OK | a | a
OK | beer | beer
OK | then | then
OK | she | she
OK | is | is
OK | over | over
DEL | 21 | ****
DEL | all | ****
SUB | of | twenty
SUB | a | won
SUB | sudden | all
SUB | you | three
OK | were | were
OK | able | able
OK | to | to
INS | **** | i'm
INS | **** | nervous
SUB | understand | then
OK | the | the
OK | difficult | difficult
OK | problem | problem
SUB | in | you
SUB | light | like
SUB | of | all
OK | the | the
OK | problem | problem
OK | with | with
OK | respect | respect
INS | **** | to
OK | which | which
OK | you | you
OK | had | had
INS | **** | i
INS | **** | see
SUB | traction | it
SUB | epictetus | is
OK | points | points
SUB | out | not
OK | to | to
SUB | us | was
OK | that | that
OK | we | we
OK | have | have
DEL | a | ****
SUB | skill | don't
SUB | set | sack
OK | for | for
OK | letting | letting
OK | go | go
OK | we | we
OK | have | have
OK | a | a
OK | skill | skill
SUB | set | sacked
OK | for | for
SUB | psychological | the
SUB | distancing | logical
OK | we | we
OK | have | have
OK | a | a
DEL | skill | ****
DEL | set | ****
SUB | for | few
SUB | saying | seconds
SUB | hah | think
SUB | stuff | stop
OK | happens | happens
DEL | and | ****
DEL | it | ****
SUB | doesn't | any
SUB | matter | document
OK | and | and
OK | what | what
OK | he | he
INS | **** | said
SUB | suggests | yes
OK | we | we
OK | do | do
SUB | and | when
SUB | again | it
SUB | i'll | cannot
OK | give | give
OK | an | an
OK | example | example
OK | of | of
OK | this | this
DEL | is | ****
OK | to | to
OK | learn | learn
SUB | how | not
OK | to | to
INS | **** | us
SUB | assimilate | certainly
OK | the | the
SUB | things | finger
OK | which | which
OK | we | we
OK | find | find
OK | hard | hard
OK | to | to
OK | let | let
SUB | go | the
SUB | of | wealth
OK | to | to
OK | the | the
OK | things | things
OK | which | which
OK | we | we
OK | find | find
INS | **** | it
OK | easy | easy
INS | **** | collect
SUB | to | a
SUB | let | lot
SUB | go | and
SUB | of | there
SUB | and | i
SUB | thereby | text
SUB | exploit | floyd
SUB | this | his
OK | capacity | capacity
OK | that | that
OK | we | we
OK | have | have
OK | for | for
INS | **** | metaphor
SUB | metaphoric | it
OK | understanding | understanding
SUB | finally | certainly
OK | in | in
OK | this | this
OK | category | category
OK | epictetus | epictetus
SUB | points | point
SUB | out | that
OK | the | the
INS | **** | dump
SUB | importance | ah
SUB | of | habitually
SUB | habituating | be
SUB | yourself | near
SUB | to | soft
OK | the | the
INS | **** | indebted
INS | **** | ability
SUB | inevitability | all
SUB | of | the
OK | loss | loss
OK | here's | here's
OK | some | some
OK | bad | bad
OK | news | news
OK | for | for
OK | all | all
OK | of | of
INS | **** | you
OK | you | you
SUB | you're | were
SUB | going | when
OK | to | to
OK | die | die
INS | **** | shall
INS | **** | we
INS | **** | take
SUB | shelly | in
SUB | kagan | half
SUB | has | in
SUB | an | the
OK | entire | entire
OK | course | course
OK | about | about
OK | this | this
OK | about | about
OK | coming | coming
OK | to | to
OK | terms | terms
INS | **** | we
SUB | with | it
SUB | this | these
OK | inevitable | inevitable
OK | fact | fact
OK | about | about
OK | human | human
OK | existence | existence
OK | but | but
OK | epictetus | epictetus
INS | **** | sid
SUB | suggests | don't
SUB | that | why
SUB | by | i
SUB | taking | own
SUB | this | is
OK | on | on
OK | board | board
OK | profoundly | profoundly
OK | in | in
OK | a | a
OK | way | way
OK | that | that
INS | **** | the
INS | **** | facts
SUB | affects | see
OK | you | you
OK | not | not
OK | just | just
DEL | at | ****
OK | the | the
SUB | level | lab
SUB | of | love
OK | being | being
OK | able | able
OK | to | to
OK | utter | utter
OK | the | the
OK | words | words
OK | i | i
OK | will | will
OK | die | die
SUB | someday | some
SUB | but | day
SUB | at | but
OK | the | the
OK | level | level
OK | of | of
INS | **** | we
INS | **** | lead
SUB | really | habitually
SUB | habituating | eating
OK | it | it
OK | to | to
INS | **** | you
SUB | your | or
OK | relations | relations
OK | to | to
OK | things | things
DEL | all | ****
SUB | of | oh
SUB | a | awesome
SUB | sudden | own
OK | things | things
OK | that | that
OK | seemed | seemed
INS | **** | incredible
SUB | incredibly | lead
OK | important | important
OK | loom | loom
INS | **** | last
INS | **** | of
INS | **** | for
INS | **** | the
SUB | less | i
SUB | so | think
SUB | finally | he
SUB | epictetus | did
OK | points | points
OK | out | out
OK | the | the
OK | importance | importance
DEL | if | ****
SUB | you're | few
SUB | going | points
SUB | to | you
SUB | act | were
OK | in | in
OK | ways | ways
OK | that | that
DEL | run | ****
SUB | counter | blank
SUB | to | can
OK | the | the
SUB | norms | norm
SUB | of | is
OK | your | your
OK | culture | culture
INS | **** | you
INS | **** | what
SUB | the | some
SUB | importance | you
SUB | of | might
SUB | realizing | have
SUB | that | nature
SUB | you're | pointed
SUB | going | yet
SUB | to | nay
SUB | get | didi
SUB | negative | its
OK | social | social
OK | feedback | feedback
SUB | so | somehow
SUB | passage | creature
SUB | after | actor
SUB | passage | capitals
OK | describes | describes
OK | the | the
OK | importance | importance
INS | **** | all
SUB | of | the
OK | resisting | resisting
OK | social | social
OK | pressure | pressure
OK | when | when
OK | people | people
OK | say | say
SUB | of | are
OK | you | you
OK | you | you
SUB | aren't | are
OK | seeking | seeking
DEL | honor | ****
SUB | and | honoring
SUB | glory | gloria
OK | you | you
OK | must | must
OK | be | be
OK | a | a
OK | loser | loser
OK | epictetus | epictetus
DEL | says | ****
SUB | let | senate
SUB | them | lap
SUB | say | and
SUB | so | face
SUB | and | now
SUB | care | they're
OK | not | not
OK | what | what
OK | they | they
OK | say | say
OK | about | about
SUB | you | two
OK | and | and
SUB | as | at
SUB | i | that
OK | point | point
SUB | out | acts
OK | here | here
SUB | there | they
OK | are | are
OK | almost | almost
SUB | fifteen | gifts
SUB | passages | teen
SUB | that | packages
SUB | identify | that
SUB | this | five
OK | strategy | strategy
SUB | finally | certainly
SUB | epictetus | she
SUB | gives | give
OK | you | you
OK | a | a
OK | kind | kind
SUB | of | a
OK | trick | trick
DEL | a | ****
SUB | persona | so
OK | that | that
OK | he | he
OK | wants | wants
OK | you | you
OK | to | to
SUB | cultivate | call
SUB | you're | today
SUB | supposed | most
OK | to | to
OK | be | be
DEL | a | ****
OK | kind | kind
OK | of | of
OK | silent | silent
DEL | type | ****
SUB | people | pulse
OK | say | say
SUB | stuff | stop
OK | and | and
OK | you | you
OK | just | just
OK | calmly | calmly
DEL | don't | ****
DEL | respond | ****
DEL | chapter | ****
DEL | 2 | ****
DEL | how | ****
DEL | to | ****
DEL | detach | ****
DEL | from | ****
DEL | things | ****
SUB | 00 | it
SUB | 15 | will
SUB | 33 | respond
SUB | so | sell
OK | this | this
OK | strategy | strategy
OK | that | that
OK | he's | he's
OK | presenting | presenting
OK | to | to
DEL | us | ****
DEL | has | ****
SUB | these | ask
SUB | three | to
SUB | main | remain
OK | parts | parts
DEL | and | ****
SUB | what | am
OK | i | i
DEL | want | ****
DEL | to | ****
DEL | do | ****
SUB | in | doing
OK | the | the
OK | next | next
DEL | bit | ****
SUB | of | all
SUB | lecture | black
SUB | is | tourist
OK | to | to
OK | run | run
OK | through | through
OK | some | some
DEL | specific | ****
SUB | examples | ce
SUB | of | samples
SUB | this | obvious
OK | looking | looking
OK | first | first
INS | **** | act
INS | **** | epictetus
SUB | at | is
SUB | epictetus's | tax
SUB | text | according
SUB | quoting | a
SUB | it | direct
SUB | directly | link
OK | and | and
OK | then | then
SUB | suggesting | yeah
SUB | some | things
SUB | contemporary | song
SUB | analogues | contemporary
SUB | for | and
SUB | what | alarms
SUB | it | the
SUB | is | white
SUB | that | these
OK | epictetus | epictetus
OK | is | is
OK | talking | talking
OK | about | about
OK | so | so
SUB | the | they
SUB | opening | don't
OK | paragraph | paragraph
INS | **** | ah
INS | **** | that
INS | **** | the
SUB | of | key
SUB | epictetus's | pieces
OK | handbook | handbook
INS | **** | he
OK | is | is
OK | one | one
OK | of | of
OK | the | the
OK | most | most
SUB | famous | they
SUB | bits | missed
SUB | of | all
OK | philosophical | philosophical
OK | writing | writing
OK | in | in
OK | the | the
OK | western | western
OK | tradition | tradition
OK | of | of
OK | the | the
OK | last | last
DEL | 2000 | ****
SUB | years | two
SUB | it | thousand
SUB | begins | years
SUB | as | to
SUB | follows | begin
SUB | some | sense
SUB | things | olive
SUB | are | something
SUB | up | interact
OK | to | to
DEL | us | ****
SUB | and | laugh
OK | some | some
OK | things | things
OK | are | are
OK | not | not
SUB | up | act
SUB | to | last
SUB | us | are
SUB | our | up
SUB | opinions | do
SUB | are | your
SUB | up | accept
SUB | to | hats
SUB | us | and
SUB | and | are
SUB | our | impulse
SUB | impulses | is
OK | our | our
OK | desires | desires
OK | our | our
SUB | aversions | versions
OK | in | in
OK | short | short
SUB | whatever | what
SUB | is | every
SUB | our | these
SUB | own | are
SUB | doing | only
SUB | but | doing
SUB | our | i'm
SUB | bodies | not
OK | are | are
OK | not | not
OK | up | up
OK | to | to
SUB | us | blacks
SUB | that | betty
OK | is | is
SUB | the | though
SUB | physical | that
SUB | parts | the
SUB | of | coal
SUB | ourselves | gods
OK | nor | nor
INS | **** | ark
SUB | our | it
SUB | possessions | is
OK | our | our
INS | **** | reputation
SUB | reputations | as
OK | our | our
OK | public | public
INS | **** | office
INS | **** | the
SUB | offices | is
OK | whatever | whatever
INS | **** | it
OK | is | is
OK | not | not
OK | our | our
OK | own | own
OK | doing | doing
OK | now | now
DEL | he's | ****
DEL | going | ****
DEL | to | ****
SUB | go | this
SUB | on | canada
SUB | and | lining
OK | point | point
OK | out | out
OK | a | a
OK | mistake | mistake
OK | you | you
OK | can | can
OK | make | make
OK | the | the
INS | **** | finn
INS | **** | otto
INS | **** | asa
INS | **** | wright
SUB | things | nature
SUB | that | of
SUB | are | read
SUB | up | a
SUB | to | and
SUB | us | hundred
SUB | are | and
SUB | by | i
SUB | nature | mean
SUB | free | bce
SUB | unhindered | he
SUB | and | did
SUB | unimpeded | where
SUB | whereas | is
OK | the | the
OK | things | things
OK | that | that
OK | are | are
OK | not | not
INS | **** | apt
SUB | up | wise
SUB | to | and
SUB | us | that
SUB | are | means
SUB | naturally | blade
SUB | enslaved | he
SUB | hindered | angered
OK | and | and
OK | not | not
DEL | our | ****
SUB | own | parking
SUB | but | what
SUB | if | do
OK | you | you
OK | think | think
OK | that | that
OK | things | things
OK | that | that
OK | are | are
OK | naturally | naturally
SUB | enslaved | in
SUB | things | slate
OK | that | that
OK | are | are
OK | not | not
OK | up | up
SUB | to | see
OK | you | you
INS | **** | oh
SUB | are | no
OK | your | your
OK | own | own
OK | if | if
OK | you | you
OK | think | think
SUB | things | think
OK | naturally | naturally
INS | **** | in
SUB | enslaved | slate
SUB | are | turf
OK | free | free
SUB | or | with
OK | that | that
OK | things | things
OK | that | that
OK | are | are
OK | not | not
OK | your | your
SUB | own | food
OK | are | are
DEL | your | ****
SUB | own | you
OK | you | you
OK | will | will
OK | be | be
INS | **** | from
INS | **** | what
SUB | thwarted | it
OK | miserable | miserable
INS | **** | up
SUB | upset | sack
OK | and | and
OK | walking | walking
SUB | around | round
SUB | blaming | leaving
OK | the | the
OK | world | world
OK | for | for
OK | everything | everything
SUB | that's | that
OK | going | going
OK | wrong | wrong
OK | with | with
INS | **** | the
INS | **** | midst
SUB | you | think
SUB | the | ah
SUB | mistake | do
SUB | of | you
SUB | confusing | think
OK | that | that
OK | over | over
OK | which | which
OK | you | you
OK | have | have
OK | control | control
OK | and | and
OK | that | that
OK | over | over
OK | which | which
OK | you | you
OK | lack | lack
SUB | control | cool
SUB | leads | needs
OK | to | to
INS | **** | what
INS | **** | did
SUB | thwarted | he
OK | upset | upset
OK | miserable | miserable
INS | **** | leading
INS | **** | us
SUB | blamingness | i
SUB | by | cooked
SUB | contrast | craft
OK | keeping | keeping
OK | these | these
OK | categories | categories
SUB | straight | plate
OK | brings | brings
OK | the | the
OK | greatest | greatest
SUB | prize | cries
OK | if | if
OK | you | you
OK | think | think
OK | that | that
OK | only | only
SUB | what | one
SUB | is | easy
SUB | yours | wars
OK | is | is
DEL | yours | ****
SUB | and | worse
SUB | that | annette
OK | what | what
OK | is | is
OK | not | not
OK | your | your
DEL | own | ****
SUB | is | ponies
OK | not | not
OK | your | your
OK | own | own
SUB | then | i
OK | no | no
OK | one | one
OK | will | will
OK | ever | ever
INS | **** | call
SUB | coerce | worse
OK | you | you
OK | no | no
OK | one | one
OK | will | will
OK | ever | ever
DEL | hinder | ****
SUB | you | hindu
OK | you | you
OK | will | will
OK | blame | blame
OK | no | no
SUB | one | mind
OK | you | you
OK | will | will
INS | **** | what
OK | not | not
SUB | accuse | hughes
OK | anyone | anyone
OK | you | you
DEL | will | ****
OK | do | do
OK | not | not
SUB | a | us
OK | single | single
OK | thing | thing
INS | **** | unwilling
SUB | unwillingly | wit
OK | because | because
SUB | the | it
SUB | only | oh
OK | things | things
OK | over | over
OK | which | which
INS | **** | use
SUB | you | i
SUB | seek | happen
OK | to | to
SUB | have | fall
SUB | control | what
OK | are | are
OK | the | the
OK | things | things
OK | over | over
OK | which | which
OK | you | you
OK | actually | actually
SUB | do | don't
OK | have | have
OK | control | control
DEL | and | ****
SUB | as | i
SUB | a | never
SUB | consequence | consequences
OK | no | no
OK | one | one
OK | can | can
SUB | coerce | course
OK | you | you
OK | because | because
OK | you're | you're
OK | only | only
OK | concerned | concerned
OK | about | about
OK | the | the
OK | things | things
OK | that | that
OK | are | are
SUB | up | opt
SUB | to | see
OK | you | you
OK | no | no
OK | one | one
OK | can | can
SUB | hinder | hear
OK | you | you
INS | **** | b
SUB | because | casa
OK | nobody | nobody
OK | can | can
OK | get | get
OK | in | in
OK | the | the
OK | way | way
INS | **** | at
SUB | of | all
OK | the | the
OK | things | things
OK | that | that
OK | are | are
DEL | up | ****
DEL | to | ****
DEL | you | ****
OK | now | now
DEL | any | ****
SUB | of | do
OK | you | you
OK | who | who
OK | has | has
OK | experience | experience
OK | with | with
OK | a | a
SUB | friend | frannie
OK | or | or
OK | relative | relative
DEL | or | ****
SUB | an | when
OK | acquaintance | acquaintance
OK | who | who
OK | has | has
OK | taken | taken
OK | part | part
SUB | in | being
OK | one | one
INS | **** | that
SUB | of | bald
OK | the | the
OK | many | many
OK | contemporary | contemporary
DEL | versions | ****
SUB | of | virtues
OK | epictetus | epictetus
OK | in | in
OK | the | the
DEL | form | ****
SUB | of | four
SUB | a | modest
SUB | self-help | out
SUB | program | progress
OK | knows | knows
OK | that | that
OK | at | at
OK | the | the
SUB | heart | hard
SUB | of | love
OK | the | the
OK | contemporary | contemporary
INS | **** | it
INS | **** | well
SUB | twelve-step | stacked
SUB | tradition | why
SUB | lies | if
OK | a | a
OK | version | version
OK | of | of
INS | **** | all
OK | this | this
INS | **** | epic
SUB | epictetan | what
SUB | thought | what
SUB | articulated | to
SUB | in | elite
SUB | prayer | incurred
SUB | form | more
OK | most | most
OK | likely | likely
OK | first | first
INS | **** | i
SUB | by | rang
SUB | reinhold | the
SUB | niebuhr | bell
OK | and | and
OK | that | that
OK | is | is
INS | **** | as
SUB | the | a
SUB | serenity | renegade
OK | prayer | prayer
OK | which | which
OK | you | you
OK | can | can
OK | find | find
OK | decorated | decorated
SUB | with | humming
SUB | hummingbirds | birds
OK | and | and
INS | **** | yeah
INS | **** | fidel
SUB | daffodils | ce
OK | god | god
OK | grant | grant
OK | me | me
OK | the | the
OK | serenity | serenity
OK | to | to
OK | accept | accept
OK | the | the
OK | things | things
OK | i | i
INS | **** | can
SUB | cannot | act
SUB | change | ange
OK | courage | courage
OK | to | to
OK | change | change
OK | the | the
OK | things | things
SUB | i | that
SUB | can't | happen
OK | and | and
OK | wisdom | wisdom
OK | to | to
OK | know | know
OK | the | the
OK | difference | difference
OK | if | if
OK | morning | morning
DEL | glories | ****
SUB | aren't | glorious
SUB | your | archer
OK | style | style
OK | you | you
OK | can | can
OK | find | find
OK | it | it
OK | decorated | decorated
DEL | with | ****
SUB | a | it
SUB | dog | dole
OK | or | or
SUB | an | and
OK | angel | angel
OK | or | or
OK | a | a
OK | young | young
OK | child | child
OK | you | you
OK | can | can
OK | find | find
OK | it | it
OK | on | on
OK | a | a
OK | bowl | bowl
SUB | or | poor
OK | most | most
INS | **** | striking
SUB | strikingly | we
OK | you | you
OK | can | can
OK | find | find
OK | it | it
INS | **** | how
INS | **** | can
SUB | tattooed | be
SUB | upon | plan
OK | your | your
SUB | arm | part
SUB | or | for
OK | your | your
SUB | thigh | style
OK | or | or
OK | your | your
OK | side | side
DEL | so | ****
SUB | clearly | still
SUB | there | do
SUB | is | you
SUB | something | marries
SUB | in | think
SUB | the | he
SUB | epictetan | in
SUB | picture | yet
SUB | that | next
SUB | speaks | leaks
SUB | to | tomb
OK | the | the
OK | contemporary | contemporary
OK | mind | mind
SUB | and | i
SUB | speaks | think
SUB | to | ce
SUB | it | to
SUB | in | mccain
SUB | a | own
OK | way | way
OK | that | that
OK | when | when
OK | i | i
OK | did | did
DEL | a | ****
SUB | google | and
SUB | image | will
SUB | search | indicates
OK | for | for
OK | serenity | serenity
OK | prayer | prayer
SUB | i | i've
OK | found | found
INS | **** | how
SUB | thousands | does
OK | and | and
OK | thousands | thousands
OK | of | of
OK | images | images
OK | like | like
OK | this | this
INS | **** | he
OK | in | in
OK | any | any
OK | language | language
OK | you | you
OK | can | can
SUB | think | thank
SUB | of | up
OK | so | so
OK | this | this
INS | **** | i
SUB | idea | don't
OK | that | that
OK | we | we
OK | need | need
OK | to | to
INS | **** | does
INS | **** | think
SUB | distinguish | wish
OK | between | between
OK | things | things
OK | that | that
OK | we | we
OK | can | can
OK | change | change
SUB | and | in
OK | things | things
OK | that | that
OK | we | we
INS | **** | can
SUB | can't | act
OK | and | and
OK | that | that
DEL | an | ****
DEL | attitude | ****
DEL | of | ****
DEL | acceptance | ****
DEL | is | ****
DEL | what's | ****
DEL | appropriate | ****
SUB | towards | i
SUB | things | haven't
SUB | that | heard
SUB | we | of
SUB | can't | its
SUB | change | we're
SUB | whereas | think
SUB | an | habits
SUB | attitude | and
SUB | of | although
OK | effort | effort
OK | is | is
OK | what's | what's
OK | appropriate | appropriate
OK | towards | towards
OK | things | things
OK | that | that
OK | we | we
OK | can | can
INS | **** | he
OK | is | is
OK | a | a
INS | **** | laugh
SUB | lesson | and
OK | that | that
INS | **** | ethics
INS | **** | he
SUB | epictetus | gets
SUB | has | hats
OK | offered | offered
OK | to | to
OK | the | the
OK | western | western
OK | tradition | tradition
OK | second | second
OK | example | example
OK | epictetus | epictetus
INS | **** | how
INS | **** | class
INS | **** | a
INS | **** | body
SUB | talks | may
SUB | to | what
SUB | us | is
SUB | about | ah
SUB | the | a
SUB | importance | motion
SUB | of | awaken
SUB | emotional | nation
SUB | regulation | the
SUB | through | room
OK | anticipating | anticipating
OK | what | what
INS | **** | we
INS | **** | yell
SUB | will | and
SUB | happen | cgsc
OK | to | to
OK | you | you
OK | in | in
OK | a | a
OK | particular | particular
SUB | setting | set
OK | so | so
OK | he | he
SUB | says | sat
SUB | suppose | oh
OK | you | you
OK | are | are
OK | going | going
OK | to | to
SUB | go | gold
SUB | to | tomb
OK | the | the
SUB | baths | bats
OK | when | when
OK | you | you
OK | are | are
SUB | about | not
OK | to | to
OK | take | take
OK | some | some
OK | sort | sort
OK | of | of
OK | action | action
SUB | he | seven
SUB | says | that
SUB | remind | are
SUB | yourself | self
OK | what | what
OK | sort | sort
OK | of | of
SUB | action | activities
OK | it | it
DEL | is | ****
DEL | you're | ****
DEL | going | ****
SUB | to | could
OK | take | take
OK | a | a
OK | bath | bath
DEL | put | ****
SUB | before | oh
SUB | your | you're
SUB | mind | mine
OK | what | what
SUB | happens | happened
SUB | at | to
SUB | baths | have
SUB | there | left
SUB | are | their
OK | people | people
DEL | who | ****
DEL | splash | ****
DEL | there | ****
DEL | are | ****
SUB | people | and
SUB | who | john
SUB | jostle | fool
OK | there | there
DEL | are | ****
OK | people | people
DEL | who | ****
DEL | are | ****
DEL | insulting | ****
DEL | if | ****
SUB | you're | were
SUB | going | in
SUB | to | some
SUB | go | think
SUB | to | don't
SUB | the | v
OK | airport | airport
DEL | remember | ****
DEL | you're | ****
DEL | going | ****
DEL | to | ****
DEL | have | ****
DEL | to | ****
SUB | wait | what
SUB | in | benefit
SUB | a | bleeding
SUB | long | along
OK | line | line
DEL | if | ****
DEL | you're | ****
SUB | prepared | parrot
OK | for | for
OK | the | the
OK | fact | fact
DEL | that | ****
DEL | you're | ****
DEL | going | ****
SUB | to | judas
SUB | be | reading
SUB | sitting | they
SUB | there | are
OK | needing | needing
OK | to | to
OK | wait | wait
OK | for | for
OK | your | your
INS | **** | take
SUB | ticket | it
OK | you | you
OK | can | can
INS | **** | i
INS | **** | just
INS | **** | to
SUB | adjust | work
SUB | your | emotion
SUB | emotions | so
SUB | say | natal
OK | to | to
OK | yourself | yourself
DEL | i | ****
SUB | want | what
OK | to | to
OK | take | take
OK | a | a
SUB | bath | back
OK | i | i
DEL | want | ****
SUB | to | wanna
OK | go | go
OK | to | to
OK | the | the
OK | airport | airport
OK | i | i
OK | want | want
OK | to | to
OK | walk | walk
OK | across | across
OK | the | the
INS | **** | someone
INS | **** | please
SUB | campus | i
SUB | on | says
SUB | the | i
SUB | icy | bought
SUB | sidewalks | oh
OK | i | i
SUB | want | wanted
SUB | to | you
SUB | do | shall
SUB | so | be
OK | in | in
OK | a | a
OK | way | way
OK | that | that
DEL | keeps | ****
OK | my | my
OK | choices | choices
DEL | in | ****
DEL | accord | ****
SUB | with | iii
SUB | nature | upward
SUB | if | do
OK | you | you
OK | appropriately | appropriately
OK | expect | expect
OK | things | things
OK | to | to
OK | be | be
DEL | as | ****
OK | they | they
OK | are | are
OK | then | then
OK | you | you
OK | will | will
OK | not | not
OK | be | be
SUB | frustrated | drastic
OK | i | i
DEL | want | ****
SUB | to | wanna
OK | walk | walk
OK | across | across
OK | campus | campus
SUB | it's | then
SUB | an | i
SUB | icy | sci
OK | day | day
OK | i | i
INS | **** | really
SUB | realize | i
SUB | that | bet
SUB | in | came
OK | walking | walking
OK | across | across
OK | campus | campus
OK | on | on
OK | an | an
OK | icy | icy
OK | day | day
OK | i'll | i'll
OK | need | need
SUB | to | kings
SUB | slide | lived
OK | my | my
OK | feet | feet
OK | rather | rather
OK | than | than
SUB | lift | with
OK | them | them
OK | that | that
INS | **** | we
SUB | which | each
OK | had | had
INS | **** | pp
OK | previously | previously
OK | been | been
INS | **** | on
INS | **** | under
INS | **** | worry
SUB | an | it's
SUB | annoyance | i
SUB | comes | ce
OK | to | to
OK | be | be
DEL | a | ****
OK | fact | fact
OK | about | about
OK | the | the
OK | world | world
OK | which | which
INS | **** | he
OK | is | is
OK | not | not
SUB | up | pop
OK | to | to
OK | me | me
INS | **** | i
INS | **** | don't
INS | **** | quite
SUB | and | believe
SUB | consequently | it
OK | something | something
OK | which | which
OK | does | does
OK | not | not
SUB | perturb | herb
SUB | my | mind
OK | feeling | feeling
SUB | of | called
SUB | calm | call
SUB | third | very
SUB | thing | faint
OK | epictetus | epictetus
OK | suggests | suggests
INS | **** | do
SUB | we | you
SUB | do | you
SUB | is | see
OK | to | to
INS | **** | what
SUB | recognize | guys
OK | that | that
OK | what | what
INS | **** | he
OK | is | is
SUB | upsetting | thank
SUB | to | you
SUB | us | os
SUB | are | i'm
OK | not | not
OK | things | things
OK | that | that
INS | **** | happened
SUB | happen | a
OK | but | but
INS | **** | not
SUB | rather | them
OK | our | our
OK | judgments | judgments
OK | about | about
OK | those | those
OK | things | things
INS | **** | i
SUB | and | knew
SUB | you'll | i
SUB | recall | hoa
OK | when | when
OK | i | i
OK | showed | showed
OK | you | you
OK | that | that
OK | image | image
OK | from | from
OK | the | the
OK | metropolitan | metropolitan
OK | museum | museum
SUB | of | ah
SUB | socrates's | socrates
SUB | death | dat
OK | upon | upon
OK | drinking | drinking
SUB | the | that
SUB | hemlock | hamlet
OK | and | and
INS | **** | to
SUB | told | fooled
OK | you | you
OK | that | that
SUB | a | ah
SUB | death | yeah
SUB | done | john
OK | with | with
OK | nobility | nobility
INS | **** | recording
SUB | recorded | it
OK | by | by
OK | a | a
OK | good | good
INS | **** | key
INS | **** | a
INS | **** | party
SUB | pr | to
SUB | agent | it
OK | something | something
OK | true | true
SUB | both | but
SUB | of | with
OK | socrates | socrates
OK | and | and
OK | of | of
SUB | a | carpenter
SUB | carpenter | bce
OK | from | from
INS | **** | nasa
INS | **** | right
SUB | nazareth | you
SUB | in | section
SUB | such | he
SUB | cases | says
OK | one | one
OK | can | can
INS | **** | third
INS | **** | wound
SUB | serve | all
SUB | as | how
SUB | a | bce
SUB | touchstone | don't
OK | for | for
OK | people's | people's
OK | thoughts | thoughts
OK | about | about
OK | how | how
OK | to | to
OK | deal | deal
OK | with | with
OK | human | human
OK | life | life
OK | and | and
INS | **** | it's
SUB | its | indebted
SUB | inevitabilities | abilities
OK | so | so
OK | epictetus | epictetus
SUB | says | search
OK | what | what
SUB | upsets | think
OK | people | people
OK | are | are
OK | not | not
OK | things | things
OK | but | but
INS | **** | they
SUB | their | don't
SUB | judgments | think
OK | about | about
OK | those | those
OK | things | things
OK | for | for
OK | example | example
INS | **** | yeah
INS | **** | pp
INS | **** | mean
SUB | death | it's
SUB | in | not
SUB | itself | the
SUB | he | senate
SUB | says | my
SUB | must | could
OK | be | be
OK | nothing | nothing
OK | dreadful | dreadful
DEL | for | ****
SUB | if | poor
SUB | it | i
SUB | were | word
OK | dreadful | dreadful
OK | then | then
OK | socrates | socrates
OK | the | the
OK | great | great
OK | wise | wise
OK | one | one
INS | **** | what
SUB | would | a
SUB | have | hacked
SUB | felt | out
SUB | it | to
OK | to | to
OK | be | be
OK | dreadful | dreadful
DEL | what's | ****
DEL | scary | ****
SUB | about | what
SUB | death | ask
SUB | says | don't
SUB | epictetus | about
SUB | is | jack
OK | not | not
SUB | death | decades
SUB | itself | sal
OK | what | what
OK | is | is
INS | **** | a
OK | dreadful | dreadful
OK | about | about
SUB | death | dad
SUB | is | ease
OK | the | the
INS | **** | judge
SUB | judgment | made
OK | about | about
INS | **** | yeah
SUB | death | pp
OK | that | that
SUB | it | beat
SUB | is | eased
OK | dreadful | dreadful
OK | nothing | nothing
INS | **** | you
INS | **** | he
OK | is | is
OK | harmful | harmful
DEL | in | ****
SUB | itself | mean
OK | it's | it's
DEL | up | ****
SUB | to | it's
SUB | you | ah
SUB | whether | true
OK | you | you
SUB | let | leather
SUB | it | united
OK | harm | harm
DEL | you | ****
OK | when | when
OK | you | you
OK | teach | teach
OK | your | your
OK | children | children
OK | not | not
OK | to | to
OK | be | be
INS | **** | ops
SUB | upset | why
SUB | by | bill
SUB | the | thought
SUB | thoughtless | list
SUB | taunts | wants
SUB | of | ah
SUB | their | there
OK | classmates | classmates
OK | what | what
OK | you | you
DEL | point | ****
SUB | out | talk
OK | to | to
OK | them | them
